System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
22:10:25:029, 958736009184,  181.485,   11.000, 4700,  39.481,7931.647,2203.235,  37.197,7514.286,2087.302, 74,  0,   2.040, 361.349, 100.375, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:139, 959151978440,  181.595,   15.000, 4700,  44.414,7936.519,2204.589,  42.009,7518.895,2088.582, 76,  0,   1.726, 361.538, 100.427, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:247, 959560521009,  181.702,   15.000, 4700,  44.160,7941.276,2205.910,  42.216,7523.443,2089.845, 77,  0,   1.653, 361.716, 100.477, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:358, 959980440630,  181.813,   10.000, 4700,  37.319,7945.409,2207.058,  35.100,7527.330,2090.925, 79,  0,   1.797, 361.915, 100.532, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:464, 960384762327,  181.920,   20.000, 4700,  49.290,7950.665,2208.518,  46.819,7532.322,2092.312, 76,  0,   1.951, 362.123, 100.590, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:588, 960853905469,  182.043,   15.000, 4700,  40.725,7955.703,2209.918,  38.684,7537.108,2093.641, 84,  0,   1.821, 362.349, 100.652, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:696, 961262764015,  182.151,   10.000, 4700,  38.833,7959.890,2211.081,  36.365,7541.029,2094.730, 68,  0,   2.080, 362.573, 100.715, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:805, 961677478848,  182.261,    9.000, 4700,  33.994,7963.608,2212.113,  31.603,7544.485,2095.690, 65,  0,   2.260, 362.820, 100.783, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:25:902, 962046514700,  182.358,    5.000, 4700,  23.174,7965.863,2212.740,  21.059,7546.534,2096.260, 68,  0,   1.878, 363.003, 100.834, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:021, 962495817899,  182.476,    4.000, 4700,  20.222,7968.259,2213.405,  18.087,7548.678,2096.855, 62,  0,   1.711, 363.206, 100.890, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:127, 962896877223,  182.582,    5.000, 4700,  26.280,7971.039,2214.177,  23.894,7551.205,2097.557, 68,  0,   1.867, 363.403, 100.945, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:236, 963312824409,  182.692,    3.000, 4700,  19.506,7973.178,2214.772,  17.186,7553.090,2098.081, 61,  0,   1.808, 363.601, 101.000, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:345, 963724392582,  182.800,    1.000, 4800,  13.144,7974.605,2215.168,  11.157,7554.301,2098.417, 60,  0,   1.378, 363.751, 101.042, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:454, 964136628546,  182.909,    1.000, 4700,  13.693,7976.094,2215.582,  11.355,7555.535,2098.760, 60,  0,   1.393, 363.903, 101.084, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:562, 964547701751,  183.017,    9.000, 4800,  31.946,7979.557,2216.544,  29.639,7558.748,2099.652, 75,  0,   1.623, 364.078, 101.133, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:671, 964959736727,  183.126,    7.000, 4700,  29.621,7982.775,2217.438,  27.615,7561.749,2100.486, 76,  0,   1.427, 364.234, 101.176, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:779, 965369506031,  183.234,    7.000, 4700,  30.723,7986.095,2218.360,  28.583,7564.838,2101.344, 76,  0,   1.305, 364.375, 101.215, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:890, 965789405505,  183.345,    8.000, 4700,  30.493,7989.472,2219.298,  28.252,7567.966,2102.213, 71,  0,   1.549, 364.546, 101.263, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:26:998, 966199427913,  183.453,    7.000, 4800,  31.463,7992.874,2220.243,  29.411,7571.146,2103.096, 74,  0,   1.355, 364.693, 101.304, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:105, 966606069776,  183.560,    5.000, 4700,  25.324,7995.590,2220.997,  23.130,7573.626,2103.785, 71,  0,   1.507, 364.854, 101.348, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:228, 967073870474,  183.684,   28.000, 4700,  60.642,8003.071,2223.075,  58.134,7580.798,2105.777, 63,  0,   2.493, 365.162, 101.434, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:336, 967483354479,  183.792,    4.000, 4700,  22.607,8005.512,2223.753,  20.401,7583.001,2106.389, 62,  0,   1.735, 365.349, 101.486, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:445, 967895503501,  183.900,    2.000, 4700,  16.088,8007.261,2224.239,  13.919,7584.514,2106.809, 61,  0,   1.531, 365.515, 101.532, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:554, 968309840657,  184.010,    1.000, 4700,  12.201,8008.594,2224.609,   9.903,7585.596,2107.110, 60,  0,   1.389, 365.667, 101.574, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:663, 968722079553,  184.118,    3.000, 4800,  18.144,8010.566,2225.157,  15.976,7587.333,2107.592, 60,  0,   1.574, 365.838, 101.622, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:772, 969136296299,  184.228,    2.000, 4700,  12.981,8011.984,2225.551,  10.724,7588.504,2107.918, 61,  0,   1.418, 365.993, 101.665, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:879, 969543739303,  184.335,   18.000, 4800,  40.672,8016.354,2226.765,  38.484,7592.639,2109.066, 61,  0,   1.972, 366.205, 101.724, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:27:988, 969955344785,  184.444,    2.000, 4700,  13.514,8017.821,2227.173,  11.172,7593.852,2109.403, 61,  0,   1.517, 366.370, 101.769, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:097, 970369061399,  184.553,    3.000, 4800,  18.485,8019.838,2227.733,  16.405,7595.642,2109.900, 61,  0,   1.646, 366.549, 101.819, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:205, 970780168361,  184.661,    3.000, 4700,  16.510,8021.628,2228.230,  14.265,7597.188,2110.330, 60,  0,   1.602, 366.723, 101.867, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:313, 971188155036,  184.769,    3.000, 4800,  16.934,8023.450,2228.736,  14.627,7598.762,2110.767, 61,  0,   1.610, 366.896, 101.916, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:422, 971602520139,  184.878,    3.000, 4700,  16.668,8025.271,2229.242,  14.784,7600.378,2111.216, 61,  0,   1.602, 367.071, 101.964, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:533, 972020107513,  184.988,   15.000, 4700,  38.634,8029.526,2230.424,  36.115,7604.355,2112.321, 61,  0,   2.042, 367.296, 102.027, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:640, 972427818241,  185.096,    2.000, 4700,  16.110,8031.258,2230.905,  13.791,7605.837,2112.733, 63,  0,   1.610, 367.469, 102.075, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:747, 972834923907,  185.203,    3.000, 4800,  17.426,8033.129,2231.425,  15.223,7607.472,2113.187, 61,  0,   1.627, 367.644, 102.123, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:855, 973242497351,  185.310,    2.000, 4800,  16.532,8034.906,2231.918,  14.313,7609.010,2113.614, 62,  0,   1.609, 367.817, 102.171, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:28:979, 973712288795,  185.434,    3.000, 4800,  16.909,8037.000,2232.500,  14.774,7610.840,2114.122, 61,  0,   1.654, 368.022, 102.228, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:088, 974128394292,  185.544,    4.000, 4700,  19.071,8039.093,2233.081,  16.696,7612.673,2114.631, 60,  0,   1.667, 368.205, 102.279, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:198, 974543231077,  185.653,    3.000, 4800,  17.085,8040.962,2233.601,  14.946,7614.308,2115.085, 61,  0,   1.643, 368.385, 102.329, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:308, 974962407730,  185.764,    4.000, 4700,  19.594,8043.128,2234.202,  17.376,7616.228,2115.619, 60,  0,   1.720, 368.575, 102.382, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:418, 975378236240,  185.874,    3.000, 4700,  17.738,8045.073,2234.743,  15.397,7617.917,2116.088, 61,  0,   1.680, 368.759, 102.433, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:541, 975842934477,  185.996,    3.000, 4800,  17.191,8047.180,2235.328,  15.056,7619.762,2116.601, 63,  0,   1.644, 368.960, 102.489, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:649, 976253227356,  186.104,    3.000, 4800,  16.610,8048.977,2235.827,  14.323,7621.312,2117.031, 60,  0,   1.642, 369.138, 102.538, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:756, 976660267789,  186.212,    2.000, 4800,  13.373,8050.413,2236.226,  11.122,7622.506,2117.363, 59,  0,   1.460, 369.295, 102.582, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:864, 977069623792,  186.320,    3.000, 4700,  18.347,8052.393,2236.776,  16.195,7624.254,2117.848, 60,  0,   1.571, 369.464, 102.629, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:29:974, 977486369547,  186.430,    4.000, 4700,  22.136,8054.826,2237.452,  19.863,7626.437,2118.455, 61,  0,   1.717, 369.653, 102.681, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:082, 977896076000,  186.538,    3.000, 4700,  15.504,8056.501,2237.917,  13.289,7627.873,2118.854, 59,  0,   1.481, 369.813, 102.726, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:190, 978305624392,  186.646,    3.000, 4800,  19.272,8058.583,2238.495,  17.077,7629.717,2119.366, 61,  0,   1.574, 369.983, 102.773, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:301, 978726543642,  186.757,    4.000, 4700,  21.764,8060.998,2239.166,  19.547,7631.887,2119.969, 60,  0,   1.705, 370.172, 102.826, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:408, 979132138627,  186.864,    3.000, 4700,  18.684,8062.997,2239.721,  16.424,7633.643,2120.457, 60,  0,   1.635, 370.347, 102.874, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:519, 979551594477,  186.974,    2.000, 4700,  15.713,8064.735,2240.204,  13.628,7635.151,2120.875, 60,  0,   1.404, 370.503, 102.917, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:629, 979970561763,  187.085,    1.000, 4800,  12.976,8066.169,2240.602,  10.768,7636.341,2121.206, 59,  0,   1.391, 370.656, 102.960, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:738, 980384713173,  187.194,    1.000, 4800,  12.017,8067.481,2240.967,   9.783,7637.409,2121.503, 59,  0,   1.369, 370.806, 103.002, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:848, 980800268477,  187.303,    1.000, 4800,  11.274,8068.717,2241.310,   9.059,7638.402,2121.778, 60,  0,   1.342, 370.953, 103.042, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:30:956, 981209755829,  187.411,    3.000, 4800,  14.648,8070.298,2241.750,  12.517,7639.754,2122.154, 59,  0,   1.406, 371.105, 103.085, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:072, 981651775567,  187.528,   12.000, 4800,  21.376,8072.790,2242.442,  19.272,7642.000,2122.778, 69,  0,   1.574, 371.288, 103.136, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:174, 982037243958,  187.630,    7.000, 4700,  19.576,8074.780,2242.994,  17.389,7643.768,2123.269, 72,  0,   1.555, 371.446, 103.179, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:282, 982444568083,  187.737,    7.000, 4700,  24.444,8077.406,2243.724,  22.037,7646.135,2123.926, 59,  0,   1.715, 371.630, 103.231, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:391, 982860304818,  187.847,    1.000, 4700,  11.505,8078.667,2244.074,   9.348,7647.160,2124.211, 59,  0,   1.377, 371.781, 103.273, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:499, 983270164946,  187.955,    2.000, 4800,  14.159,8080.198,2244.499,  11.974,7648.454,2124.571, 60,  0,   1.509, 371.944, 103.318, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:608, 983682874471,  188.064,   12.000, 4700,  39.976,8084.548,2245.708,  37.697,7652.557,2125.710, 74,  0,   1.847, 372.145, 103.374, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:715, 984087520115,  188.170,   18.000, 4700,  49.101,8089.788,2247.163,  47.263,7657.600,2127.111, 73,  0,   2.036, 372.363, 103.434, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:825, 984502983847,  188.280,   10.000, 4700,  32.443,8093.343,2248.151,  29.773,7660.862,2128.017, 61,  0,   2.064, 372.589, 103.497, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:31:948, 984970361209,  188.403,    5.000, 4700,  22.437,8096.108,2248.919,  20.244,7663.357,2128.710, 63,  0,   1.806, 372.811, 103.559, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:057, 985382912795,  188.512,    5.000, 4700,  24.258,8098.747,2249.652,  21.952,7665.746,2129.374, 62,  0,   1.667, 372.993, 103.609, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:166, 985796814933,  188.621,    3.000, 4800,  18.390,8100.754,2250.210,  16.277,7667.522,2129.867, 61,  0,   1.683, 373.177, 103.660, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:275, 986212390444,  188.731,    3.000, 4800,  17.142,8102.633,2250.731,  14.836,7669.148,2130.319, 59,  0,   1.623, 373.354, 103.710, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:371, 986575438800,  188.826,   14.000, 4700,  45.105,8106.951,2251.931,  43.035,7673.268,2131.463, 75,  0,   1.889, 373.535, 103.760, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:482, 986995241595,  188.937,    9.000, 4700,  33.973,8110.712,2252.976,  31.734,7676.782,2132.439, 74,  0,   1.685, 373.722, 103.812, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:591, 987411320831,  189.047,    9.000, 4700,  33.826,8114.424,2254.007,  31.462,7680.234,2133.398, 76,  0,   1.796, 373.919, 103.866, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:700, 987823979237,  189.156,    5.000, 4700,  23.737,8117.007,2254.724,  21.467,7682.570,2134.047, 60,  0,   1.713, 374.105, 103.918, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:808, 988232758167,  189.264,    3.000, 4800,  17.437,8118.887,2255.246,  15.193,7684.208,2134.502, 61,  0,   1.666, 374.285, 103.968, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:32:931, 988700610473,  189.387,    3.000, 4700,  18.904,8121.219,2255.894,  16.754,7686.275,2135.076, 64,  0,   1.720, 374.497, 104.027, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:040, 989112046035,  189.495,    3.000, 4700,  18.360,8123.211,2256.448,  16.217,7688.034,2135.565, 60,  0,   1.694, 374.681, 104.078, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:149, 989524253512,  189.604,    4.000, 4700,  19.251,8125.304,2257.029,  16.856,7689.867,2136.074, 63,  0,   1.725, 374.868, 104.130, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:259, 989942831400,  189.714,    2.000, 4700,  13.824,8126.830,2257.453,  11.537,7691.140,2136.428, 59,  0,   1.491, 375.033, 104.176, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:370, 990363321288,  189.825,    2.000, 4700,  12.970,8128.268,2257.852,  10.869,7692.345,2136.763, 59,  0,   1.414, 375.190, 104.219, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:477, 990770402454,  189.933,    1.000, 4800,  11.367,8129.488,2258.191,   9.178,7693.331,2137.036, 59,  0,   1.355, 375.335, 104.260, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:585, 991180515149,  190.041,    1.000, 4800,  12.325,8130.821,2258.562,  10.136,7694.427,2137.341, 59,  0,   1.389, 375.485, 104.301, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:694, 991592039715,  190.149,    1.000, 4800,  11.258,8132.043,2258.901,   9.066,7695.411,2137.614, 59,  0,   1.350, 375.632, 104.342, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:803, 992005268731,  190.258,    1.000, 4800,  11.514,8133.298,2259.249,   9.353,7696.430,2137.897, 59,  0,   1.366, 375.781, 104.384, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:33:910, 992412983744,  190.366,    1.000, 4800,  12.294,8134.620,2259.617,  10.118,7697.518,2138.199, 60,  0,   1.387, 375.930, 104.425, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:019, 992825090614,  190.475,    2.000, 4800,  14.854,8136.234,2260.065,  12.629,7698.890,2138.581, 58,  0,   1.507, 376.094, 104.470, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:128, 993238818871,  190.584,    3.000, 4700,  21.206,8138.548,2260.708,  18.978,7700.961,2139.156, 59,  0,   1.427, 376.249, 104.514, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:237, 993651917967,  190.693,    1.000, 4800,  11.562,8139.807,2261.058,   9.410,7701.986,2139.441, 60,  0,   1.369, 376.398, 104.555, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:347, 994070182701,  190.803,    1.000, 4700,  12.206,8141.154,2261.432,  10.049,7703.094,2139.748, 59,  0,   1.379, 376.550, 104.597, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:457, 994484486751,  190.912,    1.000, 4800,  11.456,8142.405,2261.779,   9.291,7704.110,2140.030, 58,  0,   1.356, 376.699, 104.639, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:566, 994897563179,  191.021,    1.000, 4800,  10.955,8143.599,2262.111,   8.810,7705.069,2140.297, 58,  0,   1.363, 376.847, 104.680, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:674, 995307939475,  191.129,    1.000, 4800,  11.754,8144.871,2262.464,   9.495,7706.097,2140.582, 59,  0,   1.368, 376.995, 104.721, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:783, 995722085635,  191.239,    1.000, 4700,  12.310,8146.215,2262.838,  10.055,7707.195,2140.887, 58,  0,   1.395, 377.148, 104.763, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:34:892, 996133154803,  191.347,    1.000, 4700,  11.327,8147.443,2263.179,   9.206,7708.193,2141.165, 59,  0,   1.357, 377.295, 104.804, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:001, 996547302023,  191.456,    3.000, 4700,  17.372,8149.340,2263.706,  15.269,7709.861,2141.628, 60,  0,   1.663, 377.476, 104.855, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:110, 996961553650,  191.565,    7.000, 4800,  17.475,8151.249,2264.236,  15.067,7711.507,2142.085, 61,  0,   1.629, 377.654, 104.904, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:219, 997376516974,  191.675,    3.000, 4700,  17.099,8153.120,2264.756,  14.969,7713.145,2142.540, 59,  0,   1.633, 377.833, 104.954, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:329, 997790824760,  191.784,    3.000, 4700,  15.687,8154.834,2265.232,  13.459,7714.615,2142.949, 59,  0,   1.599, 378.008, 105.002, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:436, 998198229801,  191.892,    3.000, 4700,  19.894,8156.972,2265.825,  17.604,7716.506,2143.474, 59,  0,   1.609, 378.181, 105.050, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:546, 998616655027,  192.002,    2.000, 4800,  15.908,8158.727,2266.313,  13.729,7718.021,2143.895, 59,  0,   1.601, 378.357, 105.099, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:655, 999026699864,  192.110,    2.000, 4800,  16.527,8160.514,2266.809,  14.292,7719.567,2144.324, 60,  0,   1.625, 378.533, 105.148, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:763, 999436603119,  192.218,    5.000, 4700,  21.925,8162.884,2267.468,  19.772,7721.704,2144.918, 60,  0,   1.799, 378.728, 105.202, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:873, 999854982512,  192.328,    4.000, 4700,  20.655,8165.163,2268.101,  18.277,7723.721,2145.478, 59,  0,   1.798, 378.926, 105.257, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:35:983, 1000271315843,  192.438,    5.000, 4800,  22.328,8167.615,2268.782,  20.346,7725.955,2146.098, 69,  0,   1.667, 379.109, 105.308, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:101, 1000720361249,  192.557,   14.000, 4700,  32.517,8171.465,2269.851,  30.126,7729.522,2147.089, 71,  0,   1.936, 379.338, 105.372, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:202, 1001102135495,  192.657,    8.000, 4700,  29.790,8174.464,2270.685,  27.723,7732.313,2147.865, 66,  0,   1.742, 379.514, 105.420, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:311, 1001513874184,  192.766,    9.000, 4700,  34.673,8178.229,2271.730,  32.332,7735.824,2148.840, 71,  0,   1.684, 379.696, 105.471, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:419, 1001927088708,  192.875,    8.000, 4700,  31.930,8181.709,2272.697,  29.754,7739.066,2149.741, 72,  0,   1.548, 379.865, 105.518, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:544, 1002399756293,  193.000,    9.000, 4700,  33.319,8185.862,2273.851,  31.024,7742.933,2150.815, 72,  0,   1.585, 380.063, 105.573, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:654, 1002816419972,  193.109,    8.000, 4800,  31.999,8189.378,2274.827,  29.806,7746.208,2151.724, 68,  0,   1.559, 380.234, 105.621, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:762, 1003226971304,  193.218,    6.000, 4800,  17.622,8191.286,2275.357,  15.472,7747.883,2152.190, 59,  0,   1.481, 380.394, 105.665, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:36:872, 1003642392669,  193.327,    1.000, 4700,  12.095,8192.611,2275.725,   9.955,7748.974,2152.493, 59,  0,   1.360, 380.543, 105.706, 250.000, 250.000, 311.000,   0.000,   0.000
