"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"22:05:21:437","422433291836","   2.430","  45.141"," 3413"," 3200"," 3500"," 3900","  29.308","  55.853","  15.515","  24.567","  44.773","  12.437","100","0"," 90","100","   1.825","   3.683","   1.023","  45.000","    0","    0"
"22:05:21:457","422491498567","   2.450","  73.734"," 3207"," 2900"," 3400"," 3900","  32.522","  56.505","  15.696","  27.461","  45.323","  12.590","100","0"," 91","100","   2.269","   3.729","   1.036","  45.000","    0","    0"
"22:05:21:477","422549864187","   2.470","  41.793"," 3259"," 2400"," 3600"," 3893","  24.052","  56.989","  15.830","  19.645","  45.718","  12.699"," 95","0"," 88","100","   1.780","   3.764","   1.046","  45.000","    0","    0"
"22:05:21:497","422608200258","   2.490","  61.421"," 3305"," 1200"," 3500"," 3692","  28.056","  57.552","  15.987","  24.231","  46.205","  12.835","100","0"," 88","100","   1.747","   3.799","   1.055","  45.000","    0","    0"
"22:05:21:517","422667049255","   2.510","  36.544"," 3313"," 1200"," 3500"," 3574","  23.423","  58.027","  16.119","  17.180","  46.553","  12.931"," 96","0"," 88","100","   1.497","   3.830","   1.064","  45.000","    0","    0"
"22:05:21:537","422725328217","   2.530","  21.728"," 2804"," 2100"," 3400"," 2810","  12.807","  58.284","  16.190","   8.570","  46.725","  12.979"," 92","0"," 86"," 96","   0.958","   3.849","   1.069","  45.000","    0","    0"
"22:05:21:558","422785155574","   2.551","  68.380"," 2192"," 1200"," 2900"," 2236","  15.643","  58.606","  16.280","  11.205","  46.956","  13.043"," 91","0"," 85"," 94","   1.594","   3.882","   1.078","  45.000","    0","    0"
"22:05:21:578","422843378322","   2.571","  20.280"," 2480"," 1200"," 2900"," 2468","  10.000","  58.807","  16.335","   5.882","  47.074","  13.076"," 88","0"," 84"," 91","   1.169","   3.905","   1.085","  45.000","    0","    0"
"22:05:21:598","422901509017","   2.591","  70.383"," 2885"," 1200"," 3400"," 2931","  22.774","  59.263","  16.462","  19.529","  47.465","  13.185"," 95","0"," 84"," 95","   1.805","   3.941","   1.095","  45.000","    0","    0"
"22:05:21:618","422959778265","   2.611","  29.928"," 3250"," 1200"," 3400"," 3317","  19.985","  59.664","  16.573","  14.339","  47.752","  13.265"," 92","0"," 86"," 97","   1.390","   3.969","   1.103","  45.000","    0","    0"
"22:05:21:638","423017948779","   2.631","  28.872"," 3187"," 2400"," 3400"," 3240","  17.651","  60.017","  16.671","  12.864","  48.010","  13.336"," 92","0"," 84"," 92","   1.188","   3.993","   1.109","  45.000","    0","    0"
"22:05:21:659","423079017253","   2.652","  66.416"," 3194"," 1200"," 3500"," 3278","  26.850","  60.582","  16.828","  22.192","  48.477","  13.466"," 94","0"," 87"," 98","   2.139","   4.038","   1.122","  45.000","    0","    0"
"22:05:21:679","423137601299","   2.672","  15.289"," 2763"," 1400"," 3200"," 2942","  10.450","  60.793","  16.887","   6.302","  48.604","  13.501"," 88","0"," 83"," 93","   0.998","   4.058","   1.127","  45.000","    0","    0"
"22:05:21:699","423195816537","   2.692","  66.122"," 2054"," 1200"," 2900"," 2081","  13.056","  61.054","  16.960","   8.854","  48.781","  13.550"," 90","0"," 83"," 90","   1.312","   4.085","   1.135","  45.000","    0","    0"
"22:05:21:721","423258301070","   2.714","  32.381"," 3152"," 1500"," 3600"," 3268","  20.083","  61.486","  17.080","  15.806","  49.122","  13.645"," 90","0"," 83"," 93","   1.631","   4.120","   1.144","  45.000","    0","    0"
"22:05:21:741","423316632784","   2.734","  40.483"," 3507"," 2800"," 3600"," 3895","  23.658","  61.962","  17.212","  20.201","  49.527","  13.758"," 96","0"," 83"," 96","   1.462","   4.149","   1.152","  45.000","    0","    0"
"22:05:21:761","423374767081","   2.754","  60.114"," 3267"," 1200"," 3700"," 3683","  29.145","  62.545","  17.374","  23.266","  49.993","  13.887"," 94","0"," 85"," 98","   2.046","   4.190","   1.164","  45.000","    0","    0"
"22:05:21:781","423433949528","   2.774","  19.342"," 3489"," 2800"," 3700"," 3840","  17.400","  62.900","  17.472","  12.174","  50.241","  13.956"," 89","0"," 85"," 95","   1.336","   4.217","   1.171","  45.000","    0","    0"
"22:05:21:801","423492310879","   2.794","  71.609"," 1762"," 1200"," 3300"," 1764","  12.008","  63.141","  17.539","   7.693","  50.396","  13.999"," 88","0"," 83"," 90","   1.370","   4.245","   1.179","  45.000","    0","    0"
"22:05:21:823","423556337767","   2.816","  15.731"," 1940"," 1200"," 2400"," 1980","   7.366","  63.303","  17.584","   3.109","  50.464","  14.018"," 86","0"," 82"," 88","   0.991","   4.267","   1.185","  45.000","    0","    0"
"22:05:21:844","423617260303","   2.837","  44.333"," 2629"," 1200"," 3400"," 2648","  14.102","  63.599","  17.666","  10.186","  50.678","  14.077"," 90","0"," 81"," 90","   1.434","   4.297","   1.194","  45.000","    0","    0"
"22:05:21:866","423681523423","   2.860","  38.418"," 2700"," 1200"," 3400"," 2753","  15.184","  63.935","  17.760","  10.384","  50.908","  14.141"," 86","0"," 82"," 93","   1.357","   4.327","   1.202","  45.000","    0","    0"
"22:05:21:887","423742018720","   2.880","  15.884"," 1616"," 1200"," 2500"," 1573","   5.842","  64.057","  17.794","   1.849","  50.946","  14.152"," 84","0"," 80"," 86","   0.773","   4.343","   1.206","  45.000","    0","    0"
"22:05:21:909","423805115213","   2.902","  66.165"," 2214"," 1200"," 3000"," 2249","  15.633","  64.397","  17.888","  10.860","  51.182","  14.217"," 86","0"," 80"," 88","   1.764","   4.381","   1.217","  45.000","    0","    0"
"22:05:21:931","423869169695","   2.924","  27.356"," 2386"," 1800"," 2900"," 2400","  11.151","  64.643","  17.956","   6.309","  51.321","  14.256"," 85","0"," 80"," 86","   1.190","   4.407","   1.224","  45.000","    0","    0"
"22:05:21:952","423929364865","   2.945","  82.167"," 2423"," 1200"," 2900"," 2447","  18.895","  65.034","  18.065","  14.519","  51.622","  14.340"," 88","0"," 80"," 89","   1.731","   4.443","   1.234","  45.000","    0","    0"
"22:05:21:972","423987694928","   2.965","  44.000"," 3119"," 2100"," 3300"," 3275","  20.365","  65.443","  18.179","  16.069","  51.945","  14.429"," 90","0"," 82"," 90","   1.601","   4.475","   1.243","  45.000","    0","    0"
"22:05:21:992","424046164381","   2.985","  95.880"," 3423"," 3100"," 3500"," 3791","  40.821","  66.265","  18.407","  34.049","  52.631","  14.620"," 97","0"," 85"," 97","   2.510","   4.526","   1.257","  45.000","    0","    0"
"22:05:22:012","424104657281","   3.005","  88.082"," 3492"," 3400"," 3500"," 3900","  40.438","  67.080","  18.633","  35.569","  53.347","  14.819"," 97","0"," 91"," 98","   2.473","   4.576","   1.271","  45.000","    0","    0"
"22:05:22:032","424162830322","   3.025","  86.021"," 3492"," 3400"," 3500"," 3900","  40.100","  67.883","  18.856","  35.033","  54.049","  15.014"," 99","0"," 92"," 99","   2.498","   4.626","   1.285","  45.000","    0","    0"
"22:05:22:052","424221187797","   3.045","  84.474"," 3492"," 3400"," 3500"," 3900","  40.043","  68.688","  19.080","  35.278","  54.758","  15.211","100","0"," 92","100","   2.375","   4.674","   1.298","  45.000","    0","    0"
"22:05:22:073","424280464282","   3.066","  60.670"," 3505"," 3400"," 3700"," 3900","  33.786","  69.377","  19.271","  29.842","  55.367","  15.380"," 99","0"," 91","100","   1.929","   4.713","   1.309","  45.000","    0","    0"
"22:05:22:093","424338818117","   3.086","  84.655"," 3492"," 3400"," 3600"," 3900","  39.793","  70.177","  19.494","  35.499","  56.080","  15.578","100","0"," 93","100","   2.339","   4.760","   1.322","  45.000","    0","    0"
"22:05:22:113","424397403552","   3.106","  68.968"," 3415"," 3200"," 3700"," 3900","  36.012","  70.904","  19.695","  30.436","  56.694","  15.748","100","0"," 94","100","   2.260","   4.805","   1.335","  45.000","    0","    0"
"22:05:22:135","424461564268","   3.128","  22.341"," 3565"," 3300"," 3700"," 3900","  22.935","  71.410","  19.836","  17.644","  57.084","  15.857"," 97","0"," 90","100","   1.069","   4.829","   1.341","  45.000","    0","    0"
"22:05:22:155","424520052782","   3.148","  74.442"," 3494"," 3300"," 3700"," 3900","  37.235","  72.160","  20.044","  32.798","  57.745","  16.040"," 99","0"," 88","100","   2.018","   4.870","   1.353","  45.000","    0","    0"
"22:05:22:175","424578486392","   3.168","  22.583"," 3576"," 3400"," 3700"," 3900","  21.257","  72.588","  20.163","  17.044","  58.088","  16.135"," 96","0"," 87","100","   1.153","   4.893","   1.359","  45.000","    0","    0"
"22:05:22:196","424638457283","   3.189","  60.730"," 3492"," 3400"," 3600"," 3900","  34.033","  73.291","  20.359","  29.165","  58.690","  16.303","100","0"," 87","100","   1.797","   4.930","   1.369","  45.000","    0","    0"
"22:05:22:216","424696824691","   3.209","  42.961"," 3491"," 3300"," 3600"," 3900","  27.094","  73.835","  20.510","  22.736","  59.147","  16.430"," 99","0"," 90","100","   1.473","   4.960","   1.378","  45.000","    0","    0"
"22:05:22:236","424755479378","   3.229","  30.435"," 3488"," 3300"," 3500"," 3900","  22.126","  74.282","  20.634","  18.228","  59.515","  16.532"," 97","0"," 86"," 99","   1.236","   4.985","   1.385","  45.000","    0","    0"
"22:05:22:257","424814154892","   3.250","  78.302"," 3485"," 2800"," 3500"," 3892","  38.207","  75.054","  20.848","  33.842","  60.199","  16.722","100","0"," 86","100","   2.214","   5.029","   1.397","  45.000","    0","    0"
"22:05:22:277","424872493455","   3.270","  60.246"," 3373"," 3200"," 3500"," 3900","  33.105","  75.719","  21.033","  28.483","  60.771","  16.881","100","0"," 92","100","   2.221","   5.074","   1.409","  45.000","    0","    0"
"22:05:22:297","424930962474","   3.290","  73.871"," 3368"," 3200"," 3500"," 3900","  35.410","  76.432","  21.231","  31.315","  61.402","  17.056","100","0"," 92","100","   2.116","   5.117","   1.421","  45.000","    0","    0"
"22:05:22:317","424990868981","   3.310","  33.238"," 3311"," 3000"," 3500"," 3900","  22.255","  76.891","  21.359","  16.732","  61.747","  17.152","100","0"," 88","100","   1.015","   5.138","   1.427","  45.000","    0","    0"
"22:05:22:337","425049000505","   3.330","  35.775"," 3114"," 2900"," 3300"," 3900","  20.371","  77.299","  21.472","  16.361","  62.074","  17.243","100","0"," 85","100","   1.067","   5.159","   1.433","  45.000","    0","    0"
"22:05:22:359","425112947165","   3.353","  70.940"," 3224"," 3000"," 3300"," 3900","  33.907","  78.046","  21.679","  29.439","  62.722","  17.423","100","0"," 91","100","   1.599","   5.194","   1.443","  45.000","    0","    0"
"22:05:22:380","425172270961","   3.373","  52.458"," 3259"," 3000"," 3400"," 3900","  30.302","  78.665","  21.851","  25.895","  63.251","  17.570"," 99","0"," 91","100","   1.691","   5.229","   1.452","  45.000","    0","    0"
"22:05:22:402","425235709684","   3.395","  66.297"," 3418"," 3200"," 3500"," 3900","  34.413","  79.416","  22.060","  30.086","  63.909","  17.752","100","0"," 88","100","   1.967","   5.272","   1.464","  45.000","    0","    0"
"22:05:22:422","425293850754","   3.415","  53.609"," 3371"," 3200"," 3500"," 3900","  31.738","  80.052","  22.237","  27.333","  64.456","  17.904"," 99","0"," 93","100","   1.472","   5.301","   1.473","  45.000","    0","    0"
"22:05:22:442","425353359976","   3.435","  61.027"," 3431"," 3100"," 3500"," 3900","  34.398","  80.757","  22.432","  29.016","  65.051","  18.070","100","0"," 92","100","   1.418","   5.330","   1.481","  45.000","    0","    0"
"22:05:22:462","425411493275","   3.455","  90.862"," 3171"," 3000"," 3300"," 3900","  33.548","  81.428","  22.619","  28.916","  65.629","  18.230","100","0"," 94","100","   1.948","   5.369","   1.491","  45.000","    0","    0"
"22:05:22:482","425469921256","   3.475","  74.484"," 3134"," 2900"," 3300"," 3900","  30.918","  82.050","  22.792","  26.450","  66.162","  18.378"," 99","0"," 93","100","   1.596","   5.401","   1.500","  45.000","    0","    0"
"22:05:22:502","425528334113","   3.496","  90.070"," 3088"," 2900"," 3300"," 3900","  31.967","  82.693","  22.970","  27.528","  66.715","  18.532","100","0"," 94","100","   1.893","   5.439","   1.511","  45.000","    0","    0"
"22:05:22:523","425586765507","   3.516","  34.628"," 3145"," 3000"," 3500"," 3900","  23.178","  83.160","  23.100","  19.004","  67.098","  18.638","100","0"," 88","100","   0.940","   5.458","   1.516","  45.000","    0","    0"
"22:05:22:543","425645033263","   3.536","  60.930"," 3366"," 3000"," 3500"," 3900","  31.140","  83.785","  23.274","  27.012","  67.640","  18.789","100","0"," 88","100","   1.427","   5.487","   1.524","  45.000","    0","    0"
"22:05:22:563","425703542517","   3.556","  76.800"," 3162"," 2800"," 3300"," 3900","  31.760","  84.424","  23.451","  27.301","  68.190","  18.942"," 99","0"," 93","100","   1.957","   5.526","   1.535","  45.000","    0","    0"
"22:05:22:583","425761665546","   3.576","  51.399"," 3245"," 3000"," 3400"," 3900","  29.455","  85.014","  23.615","  25.091","  68.692","  19.081","100","0"," 92","100","   1.296","   5.552","   1.542","  45.000","    0","    0"
"22:05:22:603","425820290986","   3.596","  89.630"," 3055"," 2800"," 3200"," 3900","  31.479","  85.650","  23.792","  26.267","  69.222","  19.228","100","0"," 92","100","   1.908","   5.591","   1.553","  45.000","    0","    0"
"22:05:22:623","425878629835","   3.616","  72.465"," 3134"," 2900"," 3200"," 3900","  31.531","  86.283","  23.967","  25.861","  69.742","  19.373"," 99","0"," 92","100","   2.042","   5.632","   1.564","  45.000","    0","    0"
"22:05:22:643","425936984689","   3.636","  67.778"," 3239"," 3000"," 3300"," 3900","  32.154","  86.929","  24.147","  27.631","  70.297","  19.527"," 99","0"," 93","100","   2.084","   5.674","   1.576","  45.000","    0","    0"
"22:05:22:663","425995414238","   3.656","  57.481"," 3272"," 2600"," 3700"," 3893","  29.106","  87.515","  24.310","  24.593","  70.792","  19.664"," 98","0"," 93","100","   1.929","   5.712","   1.587","  45.000","    0","    0"
"22:05:22:684","426055058754","   3.677","  22.466"," 3546"," 2800"," 3600"," 3900","  19.979","  87.925","  24.424","  16.228","  71.125","  19.757"," 94","0"," 87"," 99","   1.126","   5.736","   1.593","  45.000","    0","    0"
"22:05:22:704","426113204755","   3.697","  87.021"," 3486"," 3300"," 3600"," 3888","  39.405","  88.714","  24.643","  34.894","  71.824","  19.951","100","0"," 87","100","   2.167","   5.779","   1.605","  45.000","    0","    0"
"22:05:22:724","426172194193","   3.717","  39.807"," 3320"," 1800"," 3600"," 3782","  25.943","  89.241","  24.789","  20.065","  72.231","  20.064"," 98","0"," 92","100","   1.553","   5.811","   1.614","  45.000","    0","    0"
"22:05:22:744","426230395669","   3.737","  51.349"," 2845"," 1200"," 3600"," 2912","  19.889","  89.640","  24.900","  15.477","  72.542","  20.150"," 97","0"," 87","100","   1.550","   5.842","   1.623","  45.000","    0","    0"
"22:05:22:766","426294141524","   3.759","  53.119"," 3446"," 3200"," 3700"," 3579","  30.825","  90.316","  25.088","  26.137","  73.115","  20.310","100","0"," 89","100","   1.588","   5.876","   1.632","  45.000","    0","    0"
"22:05:22:786","426352450166","   3.779","  37.843"," 3446"," 2200"," 3600"," 3676","  23.875","  90.796","  25.221","  19.044","  73.498","  20.416"," 97","0"," 88","100","   1.754","   5.912","   1.642","  45.000","    0","    0"
"22:05:22:806","426410920863","   3.799","  88.081"," 3191"," 3000"," 3500"," 3900","  32.396","  91.448","  25.402","  27.319","  74.048","  20.569"," 98","0"," 92","100","   2.640","   5.965","   1.657","  45.000","    0","    0"
"22:05:22:826","426469122718","   3.820","  85.026"," 3044"," 2800"," 3100"," 3900","  29.059","  92.030","  25.564","  24.007","  74.529","  20.702"," 96","0"," 91"," 98","   2.634","   6.018","   1.672","  45.000","    0","    0"
"22:05:22:848","426532135400","   3.841","  88.740"," 2924"," 2800"," 3000"," 3900","  27.299","  92.623","  25.729","  21.704","  75.000","  20.833"," 97","0"," 90"," 97","   2.610","   6.074","   1.687","  45.000","    0","    0"
"22:05:22:868","426590520386","   3.861","  56.469"," 3020"," 2900"," 3100"," 3900","  24.457","  93.114","  25.865","  19.341","  75.389","  20.941"," 94","0"," 90"," 98","   1.888","   6.112","   1.698","  45.000","    0","    0"
"22:05:22:888","426648659362","   3.881","  64.157"," 3105"," 2900"," 3200"," 3900","  27.407","  93.663","  26.018","  22.716","  75.843","  21.068"," 97","0"," 90"," 97","   2.149","   6.155","   1.710","  45.000","  117","  100"
"22:05:22:909","426708138126","   3.902","  88.388"," 3249"," 3000"," 3300"," 3900","  33.692","  94.353","  26.209","  28.846","  76.434","  21.232"," 97","0"," 91","100","   2.783","   6.212","   1.726","  45.000","    0","    0"
